co_code,name,symbol,scripcode
6,"ACC Ltd",ACC,500410
8,"Advance Petrochemicals Ltd",NULL,506947
9,"Aegis Logistics Ltd",AEGISLOG,500003
11,"Alfred Herbert (India) Ltd",ALFREDHERB,505216
14,"Ambalal Sarabhai Enterprises Ltd",AMBASARABH,500009
17,"Amrutanjan Health Care Ltd",AMRUTANJAN,590006
19,"Andhra Cements Ltd",ACL,532141
20,"Andhra Paper Ltd",ANDHRAPAP,502330
23,"Apollo Tyres Ltd",APOLLOTYRE,500877
24,"Utique Enterprises Ltd",APPLEIND,500014
25,"Aravali Securities & Finance Ltd",ARAVALISEC,512344
28,"Aruna Hotels Ltd",ARUNASUGAR,500016
29,"Arvind Ltd",ARVIND,500101
31,"Ashok Leyland Ltd",ASHOKLEY,500477
33,"Asian Hotels (North) Ltd",ASIANHOTNR,500023
34,"Asian Paints Ltd",ASIANPAINT,500820
37,"SKF India Ltd",SKFINDIA,500472
38,"Asi Industries Ltd",ASOCSTONE,502015
39,"Astrazeneca Pharma India Ltd",ASTRAZEN,506820
42,"Atlas Cycles (Haryana) Ltd",ATLASCYCLE,505029
43,"Atul Ltd",ATUL,500027
44,"Automobile Corporation Of Goa Ltd",AUTOCORP,505036
49,"Bagalkot Udyog Ltd",NULL,502125
50,"Bajaj Holdings & Investment Ltd",BAJAJHLDNG,500490
51,"Bajaj Electricals Ltd",BAJAJELEC,500031
53,"Force Motors Ltd",FORCEMOT,500033
54,"Sanathnagar Enterprises Ltd",BAKELHYLAM,509423
55,"Balkrishna Industries Ltd",BALKRISIND,502355
56,"Ballarpur Industries Ltd",BALLARPUR,500102
57,"Bannari Amman Sugars Ltd",BANARISUG,500041
58,"Baroda Rayon Corporation Ltd",BARODARAYN,500270
59,"BASF India Ltd",BASF,500042
60,"Bata India Ltd",BATAINDIA,500043
61,"Batliboi Ltd",BATLIBOI,522004
62,"Bayer CropScience Ltd",BAYERCROP,506285
64,"Berger Paints India Ltd",BERGEPAINT,509480
67,"Bhagawati Oxygen Ltd",NULL,509449
68,"Bharat Bijlee Ltd",BBL,503960
69,"Bharat Forge Ltd",BHARATFORG,500493
70,"Bharat Gears Ltd",BHARATGEAR,505688
76,"Bimetal Bearings Ltd",BIMETAL,505681
77,"Birla Corporation Ltd",BIRLACORPN,500335
79,"Bliss GVS Pharma Ltd",BLISSGVS,506197
81,"Blue Blends (India) Ltd",BLUEBLENDS,502761
82,"Blue Star Ltd",BLUESTARCO,500067
84,"Bombay Burmah Trading Corporation Ltd",BBTC,501425
85,"Bombay Dyeing & Manufacturing Company Ltd",BOMDYEING,500020
88,"Reliance Infrastructure Ltd",RELINFRA,500390
90,"Abbott India Ltd",ABBOTINDIA,500488
92,"Borosil Renewables Ltd",BORORENEW,502219
93,"Britannia Industries Ltd",BRITANNIA,500825
99,"CESC Ltd",CESC,500084
100,"Oriental Aromatics Ltd",OAL,500078
101,"Caprihans India Ltd",CAPRIHANS,509486
102,"Graphite India Ltd",GRAPHITE,509488
103,"Carborundum Universal Ltd",CARBORUNIV,513375
104,"CEAT Ltd",CEATLTD,500878
105,"ITD Cementation India Ltd",ITDCEM,509496
106,"Century Enka Ltd",CENTENKA,500280
107,"Aditya Birla Real Estate Ltd",ABREL,500040
111,"Exide Industries Ltd",EXIDEIND,500086
112,"Chowgule Steamships Ltd",CHOWGULSTM,501833
114,"Cipla Ltd",CIPLA,500087
115,"Citurgia Biochemicals Ltd",CITURGIBIO,506373
117,"DIC India Ltd",DICIND,500089
118,"Colgate-Palmolive (India) Ltd",COLPAL,500830
119,"Heubach Colorants India Ltd",HEUBACHIND,506390
120,"Computer Point Ltd",NULL,507833
121,"Tata Coffee Ltd",TATACOFFEE,532301
123,"Coromandel International Ltd",COROMANDEL,506395
124,"Cosmo First Ltd",COSMOFIRST,508814
125,"CG Power & Industrial Solutions Ltd",CGPOWER,500093
128,"DCM Ltd",DCM,502820
131,"Dalmia Bharat Sugar & Industries Ltd",DALMIASUG,500097
134,"Deccan Cements Ltd",DECCANCE,502137
135,"Deepak Fertilizers & Petrochemicals Corp Ltd",DEEPAKFERT,500645
136,"Deepak Nitrite Ltd",DEEPAKNTR,506401
137,"Deltron Ltd",NULL,504256
140,"DMCC Speciality Chemicals Ltd",DMCC,506405
141,"DCW Ltd",DCW,500117
142,"Diamines & Chemicals Ltd",DIAMINESQ,500120
146,"Fermenta Biotech Ltd",NULL,506414
148,"EID Parry (India) Ltd",EIDPARRY,500125
149,"Procter & Gamble Health Ltd",PGHL,500126
150,"EIH Ltd",EIHOTEL,500840
151,"Eicher Motors Ltd",EICHERMOT,505200
152,"Elecon Engineering Company Ltd",ELECON,505700
154,"Electrosteel Castings Ltd",ELECTCAST,500128
155,"Elgi Equipments Ltd",ELGIEQUIP,522074
156,"Elpro International Ltd",ELPROINTL,504000
159,"GE Vernova T&D India Ltd",GVT&D,522275
161,"Escorts Kubota Ltd",ESCORTS,500495
164,"EPL Ltd",EPL,500135
165,"Everest Industries Ltd",EVERESTIND,508906
166,"Excel Industries Ltd",EXCELINDUS,500650
167,"FGP Ltd",FGPIND,500142
171,"Finolex Cables Ltd",FINCABLES,500144
175,"Nestle India Ltd",NESTLEIND,500790
176,"Foods & Inns Ltd",FOODSIN,507552
180,"GKW Ltd",GKWLIMITED,504704
181,"Graviss Hospitality Ltd",NULL,509546
183,"Delta Manufacturing Ltd",DELTAMAGNT,504286
184,"Gabriel India Ltd",GABRIEL,505714
185,"Gajra Bevel Gears Ltd",NULL,505711
186,"Gammon India Ltd",GAMMONIND,509550
189,"Garware Hi Tech Films Ltd",GRWRHITECH,500655
190,"Garware Technical Fibres Ltd",GARFIBRES,509557
195,"Glaxosmithkline Pharmaceuticals Ltd",GLAXO,500660
196,"Goa Carbon Ltd",GOACARBON,509567
197,"Federal-Mogul Goetze (India) Ltd",FMGOETZE,505744
198,"Forbes & Company Ltd",FORBESGOK,502865
199,"Goodyear India Ltd",GOODYEAR,500168
200,"Kansai Nerolac Paints Ltd",KANSAINER,500165
201,"Goodricke Group Ltd",GOODRICKE,500166
204,"Saregama India Ltd",SAREGAMA,532163
207,"Great Eastern Shipping Company Ltd",GESHIP,500620
208,"Greaves Cotton Ltd",GREAVESCOT,501455
209,"Grindwell Norton Ltd",GRINDWELL,506076
210,"Golden Tobacco Ltd",GOLDENTOBC,500151
211,"Him Teknoforge Ltd",NULL,505712
213,"Gujarat Narmada Valley Fertilizers & Chemicals Ltd",GNFC,500670
214,"Setco Automotive Ltd",SETCO,505075
216,"Gujarat Themis Biosyn Ltd",GUJTHEM,506879
217,"Gujarat Alkalies & Chemicals Ltd",GUJALKALI,530001
218,"Ambuja Cements Ltd",AMBUJACEM,500425
220,"Gujarat Carbon & Industries Ltd",NULL,506457
225,"Gujarat Petrosynthese Ltd",NULL,506858
226,"Gujarat State Fertilizers & Chemicals Ltd",GSFC,500690
227,"Grasim Industries Ltd",GRASIM,500300
230,"Housing Development Finance CorporationLtd(Merged)",HDFC,500010
231,"GlaxoSmithkline Consumer Healthcare Ltd(Merged)",GSKCONS,500676
233,"Harrisons Malayalam Ltd",HARRMALAYA,500467
237,"Hero MotoCorp Ltd",HEROMOTOCO,500182
242,"ABB India Ltd",ABB,500002
243,"Novartis India Ltd",NOVARTIND,500672
245,"Hindustan Construction Company Ltd",HCC,500185
247,"Hindustan Motors Ltd",HINDMOTORS,500500
249,"Bajaj Hindusthan Sugar Ltd",BAJAJHIND,500032
250,"AGI Greenpac Ltd",AGI,500187
251,"HEG Ltd",HEG,509631
252,"Hindalco Industries Ltd",HINDALCO,500440
253,"Hindustan Composites Ltd",HINDCOMPOS,509635
255,"Hindustan Unilever Ltd",HINDUNILVR,500696
256,"Sanofi India Ltd",SANOFI,500674
257,"HLV Ltd",HLVLTD,500193
259,"BirlaNu Ltd",BIRLANU,509675
262,"Zensar Technologies Ltd",ZENSARTECH,504067
263,"Futura Polyesters Ltd",INDIANORG,500720
265,"GOCL Corporation Ltd",GOCLCORP,506480
266,"Akzo Nobel India Ltd",AKZOINDIA,500710
268,"Indag Rubber Ltd",NULL,509162
270,"India Cements Ltd",INDIACEM,530005
278,"Indian Card Clothing Company Ltd",INDIANCARD,509692
281,"IFB Industries Ltd",IFBIND,505726
282,"Indian Hotels Co Ltd",INDHOTEL,500850
283,"Indian Hume Pipe Company Ltd",INDIANHUME,504741
284,"Linde India Ltd",LINDEINDIA,523457
287,"Singer India Ltd",SINGER,505729
288,"Gillette India Ltd",GILLETTE,507815
290,"Indo Gulf Industries Ltd",NULL,506945
291,"Panasonic Carbon India Company Ltd",PANCARBON,508941
292,"Castrol India Ltd",CASTROLIND,500870
295,"Ingersoll-Rand (India) Ltd",INGERRAND,500210
296,"International Combustion (India) Ltd",NULL,505737
298,"Tata Investment Corporation Ltd",TATAINVEST,501301
299,"Ion Exchange (India) Ltd",IONEXCHANG,500214
300,"Tata Steel Long Products Ltd",TATASTLLP,513010
301,"ITC Ltd",ITC,500875
302,"IVP Ltd",IVP,507580
303,"J B Chemicals & Pharmaceuticals Ltd",JBCHEPHARM,506943
304,"JK Tyre & Industries Ltd",JKTYRE,530007
305,"Jaykay Enterprises Ltd",JKSYNTHETC,500306
306,"JCT Ltd",JCT,500223
307,"Jagatjit Industries Ltd",JAGAJITIND,507155
311,"Jay Shree Tea & Industries Ltd",JAYSREETEA,509715
315,"Jyoti Ltd",NULL,504076
316,"K C P Ltd",KCP,590066
318,"Kirloskar Pneumatic Company Ltd",KIRLPNU,505283
322,"Kalyani Steels Ltd",KSL,500235
326,"Keltech Energies Ltd",NULL,506528
327,"Kaycee Industries Ltd",NULL,504084
328,"Whirlpool of India Ltd",WHIRLPOOL,500238
329,"Kesoram Industries Ltd",KESORAMIND,502937
332,"Indokem Ltd",NULL,504092
334,"Kinetic Engineering Ltd",KINETICENG,500240
336,"Kirloskar Brothers Ltd",KIRLOSBROS,500241
337,"Cummins India Ltd",CUMMINSIND,500480
340,"Kothari Industrial Corporation Ltd",KOTHARINDL,509732
341,"Kothari Sugars & Chemicals Ltd",KOTARISUG,507190
342,"KSB Ltd",KSB,500249
344,"Panasonic Energy India Company Ltd",LAKHNNATNL,504093
345,"Trent Ltd",TRENT,500251
346,"LMW Ltd",LMW,500252
347,"Lakshmi Precision Screws Ltd",LAKPRE,506079
348,"Larsen & Toubro Ltd",LT,500510
352,"M M Rubber Co Ltd",NULL,509196
355,"Manugraph India Ltd",MANUGRAPH,505324
357,"The Ramco Cements Ltd",RAMCOCEM,500260
361,"Mafatlal Industries Ltd",MAFATLAIND,500264
363,"Maharashtra Scooters Ltd",MAHSCOOTER,500266
365,"Mahindra & Mahindra Ltd",M&M,500520
366,"Makers Laboratories Ltd",NULL,506919
367,"Mangalam Cement Ltd",MANGLMCEM,502157
368,"Mangalore Chemicals & Fertilizers Ltd",MANGCHEFER,530011
370,"MPIL Corporation Ltd",MATHPLATT,500450
372,"Max Financial Services Ltd",MFSL,500271
378,"Bosch Ltd",BOSCHLTD,500530
381,"Milkfood Ltd",NULL,507621
382,"Mipco Seamless Rings (Gujarat) Ltd",NULL,505797
383,"Modella Woollens Ltd",NULL,503772
384,"Modern Insulators Ltd",MODINSULAT,515008
385,"Lords Chloro Alkali Ltd",LORDSCHLO,500284
387,"Modi Rubber Ltd",MODIRUBBER,500890
390,"Peninsula Land Ltd",PENINLAND,503031
391,"MRF Ltd",MRF,500290
392,"Mukand Ltd",MUKANDLTD,500460
394,"Saptak Chem & Business Ltd",NULL,506906
396,"HeidelbergCement India Ltd",HEIDELBERG,500292
398,"Mysore Petro Chemicals Ltd",MYSORPETRO,506734
401,"NCL Industries Ltd",NCLIND,502168
409,"Naperol Investments Ltd",NATPEROXID,500298
410,"NELCO Ltd",NELCO,504112
412,"Piramal Enterprises Ltd",PEL,500302
414,"Nirlon Ltd",NIRLON,500307
415,"NOCIL Ltd",NOCIL,500730
419,"Orient Ceratech Ltd",ORIENTCER,504879
420,"Orient Paper & Industries Ltd",ORIENTPPR,502420
421,"Oriental Hotels Ltd",ORIENTHOT,500314
423,"Orissa Sponge Iron & Steel Ltd",NULL,504864
425,"Oswal Agro Mills Ltd",OSWALAGRO,500317
429,"Panyam Cements & Mineral Industries Ltd",PANYAMCEM,500322
433,"Permanent Magnets Ltd",PERMAGNET,504132
434,"Pfizer Ltd",PFIZER,500680
435,"PCBL Chemical Ltd",PCBL,506590
436,"Kore Foods Ltd",PHILCORP,500458
439,"Amal Ltd",NULL,506597
440,"Polychem Ltd",POLYCHEM,506605
444,"Prakash Industries Ltd",PRAKASH,506022
445,"Surya Roshni Ltd",SURYAROSNI,500336
446,"Schaeffler India Ltd",SCHAEFFLER,505790
447,"Premier Ltd",PREMIER,500540
450,"Pressman Advertising Ltd",PRESSMN,509077
451,"Hawkins Cookers Ltd",HAWKINCOOK,508486
453,"AMJ Land Holdings Ltd",AMJLAND,500343
455,"Primo Chemicals Ltd",PRIMO,506852
457,"Punjab Chemicals & Crop Protection Ltd",PUNJABCHEM,506618
463,"Raasi Refractories Ltd",NULL,502271
465,"Rallis India Ltd",RALLIS,500355
466,"Nath Industries Ltd",NULL,502587
470,"Rane Holdings Ltd",RANEHOLDIN,505800
474,"Raymond Ltd",RAYMOND,500330
476,"Reliance Industries Ltd",RELIANCE,500325
478,"Semac Consultants Ltd",SEMAC,505368
480,"Procter & Gamble Hygiene and Health Care Ltd",PGHH,500459
483,"Citadel Realty & Developers Ltd",NULL,502445
484,"Rollatainers Ltd",ROLLT,502448
491,"Sadhana Nitro Chem Ltd",SADHNANIQ,506642
493,"Signature Green Corporation Ltd",NULL,507663
495,"Samtel (India) Ltd",SAMTELTD,500371
499,"Saurashtra Cement Ltd",SAURASHCEM,502175
500,"Scindia Steam Navigation Co. Ltd",NULL,501887
502,"Vedanta Ltd",VEDL,500295
503,"Seshasayee Paper & Boards Ltd",SESHAPAPER,502450
505,"Shalimar Paints Ltd",SHALPAINTS,509874
508,"Shree Cement Ltd",SHREECEM,500387
510,"Shree Digvijay Cement Co. Ltd",SHREDIGCEM,502180
512,"Shri Dinesh Mills Ltd",SHRIDINESH,503804
513,"SRF Ltd",SRF,503806
514,"Siemens Ltd",SIEMENS,500550
516,"Siyaram Silk Mills Ltd",SIYSIL,503811
519,"Somany Ceramics Ltd",SOMANYCERA,531548
525,"Southern Petrochemicals Industries Corporation Ltd",SPIC,590030
526,"TVS Srichakra Ltd",TVSSRICHAK,509243
527,"Standard Batteries Ltd",STANDRDBAT,504180
529,"Standard Industries Ltd",SIL,530017
534,"Stovec Industries Ltd",NULL,504959
535,"JK Lakshmi Cement Ltd",JKLAKSHMI,500380
537,"Sundaram Brake Linings Ltd",SUNDRMBRAK,590072
538,"TVS Holdings Ltd",TVSHLTD,520056
539,"Sundram Fasteners Ltd",SUNDRMFAST,500403
540,"Sundaram Finance Ltd",SUNDARMFIN,590071
541,"Supreme Industries Ltd",SUPREMEIND,509930
543,"Swadeshi Polytex Ltd",NULL,503816
544,"SML ISUZU Ltd",SMLISUZU,505192
547,"TCI Industries Ltd",NULL,532262
548,"Tanfac Industries Ltd",TANFACIND,506854
549,"Talbros Automotive Components Ltd",TALBROAUTO,505160
552,"Tata Chemicals Ltd",TATACHEM,500770
554,"Tata Power Company Ltd",TATAPOWER,500400
555,"Infomedia Press Ltd",INFOMEDIA,509069
556,"TRF Ltd",TRF,505854
557,"Tata Consumer Products Ltd",TATACONSUM,500800
558,"Tayo Rolls Ltd",TATAYODOGA,504961
560,"Tata Motors Ltd",TATAMOTORS,500570
562,"Texmaco Infrastructure & Holdings Ltd",TEXINFRA,505400
563,"Thirumalai Chemicals Ltd",TIRUMALCHM,500412
564,"Thomas Cook (India) Ltd",THOMASCOOK,500413
565,"Tinplate Company of India Ltd",TINPLATE,504966
566,"Tata Steel Ltd",TATASTEEL,500470
569,"TIL Ltd",TIL,505196
570,"Transpek Industry Ltd",TRANSPEK,506687
573,"Cholamandalam Financial Holdings Ltd",CHOLAHLDNG,504973
574,"Tuticorin Alkali Chemicals & Fertilizers Ltd",TUTICORALK,506808
576,"Ultramarine & Pigments Ltd",ULTRMARINE,506685
577,"Unichem Laboratories Ltd",UNICHEMLAB,506690
578,"Eveready Industries India Ltd",EVEREADY,531508
587,"Universal Cables Ltd",UNIVCABLES,504212
592,"Jubilant Pharmova Ltd",JUBLPHARMA,530019
594,"Chrome Silicon Ltd",NULL,513005
595,"Swasti Vinayaka Synthetics Ltd",NULL,510245
597,"Voltas Ltd",VOLTAS,500575
598,"VST Industries Ltd",VSTIND,509966
601,"W S Industries (India) Ltd",WSI,504220
602,"Walchandnagar Industries Ltd",WALCHANNAG,507410
605,"Warren Tea Ltd",WARRENTEA,508494
606,"Wendt India Ltd",WENDT,505412
607,"West Coast Paper Mills Ltd",WSTCSTPAPR,500444
608,"Western Ministil Ltd",NULL,504998
609,"Wheels India Ltd",WHEELS,590073
610,"Kennametal India Ltd",KENNAMET,505890
611,"Willard India Ltd",WILLARDLTD,504227
614,"Wipro Ltd",WIPRO,507685
615,"WPIL Ltd",NULL,505872
616,"Hindustan Hardy Ltd",NULL,505893
618,"XPRO India Ltd",XPROINDIA,590013
619,"Z F Steering Gear (India) Ltd",ZFSTEERING,505163
620,"Zenith Steel Pipes & Industries Ltd",ZENITHSTL,531845
621,"Zuari Industries Ltd",ZUARIIND,500780
622,"Automotive Axles Ltd",AUTOAXLES,505010
625,"Walchand Peoplefirst Ltd",NULL,501370
626,"Bombay Oxygen Investments Ltd",NULL,509470
628,"Skyline Millars Ltd",NULL,505650
632,"Alembic Ltd",ALEMBICLTD,506235
633,"Alkyl Amines Chemicals Ltd",ALKYLAMINE,506767
635,"Amines & Plasticizers Ltd",AMNPLST,506248
636,"Apollo Hospitals Enterprise Ltd",APOLLOHOSP,508869
638,"Amforge Industries Ltd",AMFORGEIND,513117
639,"Automobile Products of India Ltd",NULL,505032
640,"Bhagwati Autocast Ltd",NULL,504646
641,"Oswal Green Tech Ltd",OSWALGREEN,539290
644,"Cimmco Ltd",CIMMCO,505230
650,"Delton Cables Ltd",NULL,504240
651,"Dynamatic Technologies Ltd",DYNAMATECH,505242
653,"Empire Industries Ltd",NULL,509525
654,"Garware Marine Industries Ltd",NULL,509563
655,"Global Offshore Services Ltd",GLOBOFFS,501848
657,"Godfrey Phillips India Ltd",GODFRYPHLP,500163
658,"Grauer & Weil (India) Ltd",GRAUWEIL,505710
662,"HB Leasing & Finance Co Ltd",NULL,508956
667,"Indo National Ltd",NIPPOBATRY,504058
670,"Nalwa Sons Investments Ltd",NSIL,532256
672,"JBF Industries Ltd",JBFIND,514034
674,"Informed Technologies India Ltd",NULL,504810
676,"Lakshmi Electrical Control Systems Ltd",LAKSELECON,504258
677,"Lyka Labs Ltd",LYKALABS,500259
681,"Majestic Auto Ltd",MAJESAUTO,500267
683,"Modern Denim Ltd",MODERNDENM,500451
684,"Muller & Phipps (India) Ltd",NULL,501477
690,"NESCO Ltd",NESCO,505355
695,"Marathon Nextgen Realty Ltd",MARATHON,503101
700,"RSWM Ltd",RSWM,500350
702,"Rico Auto Industries Ltd",RICOAUTO,520008
704,"Patanjali Foods Ltd",PATANJALI,500368
706,"Duroply Industries Ltd",NULL,516003
710,"Safari Industries (India) Ltd",SAFARI,523025
711,"Simplex Realty Ltd",NULL,503229
720,"V I P Industries Ltd",VIPIND,507880
722,"Vindhya Telelinks Ltd",VINDHYATEL,517015
723,"Welcast Steels Ltd",NULL,504988
726,"Andrew Yule & Company Ltd",ANDREWYU,526173
732,"Balmer Lawrie & Company Ltd",BALMLAWRIE,523319
737,"Dhunseri Ventures Ltd",DVL,523736
743,"Kanoria Chemicals & Industries Ltd",KANORICHEM,506525
745,"Williamson Magor & Company Ltd",WILLAMAGOR,519224
746,"Williamson Financial Services Ltd",NULL,519214
748,"Monotype India Ltd",NULL,505343
751,"McNally Bharat Engineering Company Ltd",MBECL,532629
753,"National Standard (India) Ltd",NULL,504882
755,"Oriental Carbon & Chemicals Ltd",OCCL,506579
761,"Stewarts & Lloyds of India Ltd",NULL,504960
762,"Stone India Ltd",NULL,522085
764,"Triveni Glass Ltd",TRIVENSHET,502281
768,"Binny Ltd",NULL,514215
769,"Cochin Malabar Estates & Industries Ltd",NULL,508571
770,"Peria Karamalai Tea & Produce Company Ltd",PKTEA,531044
771,"Sakthi Sugars Ltd",SAKHTISUG,507315
780,"TTK Healthcare Ltd",TTKHLTCARE,507747
782,"Lumax Industries Ltd",LUMAXIND,517206
793,"International Data Management Ltd",NULL,517044
795,"Govind Rubber Ltd",GOVINRUBER,509148
797,"Gujarat Hotels Ltd",NULL,507960
798,"Varun Shipping Company Ltd",VARUNSHIP,500465
799,"Ador Welding Ltd",ADOR,517041
800,"Bajaj Steel Industries Ltd",NULL,507944
805,"Oricon Enterprises Ltd",ORICONENT,513121
807,"Mangalam Timber Products Ltd",MANGTIMBER,516007
808,"Sudarshan Chemical Industries Ltd",SUDARSCHEM,506655
809,"Windsor Machines Ltd",WINDMACHIN,522029
810,"Uniphos Enterprises Ltd",UNIENTER,500429
811,"Balasore Alloys Ltd",ISPATALLOY,513142
814,"B & A Ltd",NULL,508136
815,"Dr Reddys Laboratories Ltd",DRREDDY,500124
818,"Khoday India Ltd",NULL,507435
819,"Acrow India Ltd",NULL,513149
823,"Austin Engineering Company Ltd",NULL,522005
824,"Disa India Ltd",GEORGFISCH,500068
825,"BSL Ltd",BSL,514045
829,"Rishi Techtex Ltd",RISHIPACK,523021
830,"Rajasthan Petro Synthetics Ltd",RAJASPETRO,506975
831,"Regency Ceramics Ltd",REGENCERAM,515018
833,"Markobenz Ventures Ltd",NULL,514060
840,"IFB Agro Industries Ltd",IFBAGRO,507438
842,"Himatsingka Seide Ltd",HIMATSEIDE,514043
843,"Rama Petrochemicals Ltd",RAMAPETRO,500358
848,"Tamil Nadu Petro Products Ltd",TNPETRO,500777
850,"Cosmo Ferrites Ltd",NULL,523100
854,"Futuristic Securities Ltd",NULL,523113
857,"TGV Sraac Ltd",SREERAYALK,507753
860,"Paramount Cosmetics (India) Ltd",NULL,507970
866,"Styrenix Performance Materials Ltd",STYRENIX,506222
872,"Bharat Agri Fert & Realty Ltd",NULL,531862
874,"Bombay Cycle & Motor Agency Ltd",NULL,501430
878,"C J Gelatine Products Ltd",NULL,507515
884,"EMA India Ltd",NULL,522027
888,"GMM Pfaudler Ltd",GMMPFAUDLR,505255
890,"J L Morison (India) Ltd",NULL,506522
892,"Fluidomat Ltd",NULL,522017
897,"Gandhi Special Tubes Ltd",GANDHITUBE,513108
900,"Gontermann Peiper (India) Ltd",GONTERPEIP,504701
901,"Govind Poy Oxygen Ltd",NULL,509586
903,"ZRZ Bioenergy Ltd",NULL,506640
906,"Algoquant Fintech Ltd",NULL,505725
913,"IST Ltd",NULL,508807
915,"Jindal Hotels Ltd",NULL,507981
918,"Kaira Can Company Ltd",NULL,504840
919,"Kanpur Plastipack Ltd",KANPRPLA,507779
921,"Kemp & Co Ltd",NULL,506530
922,"Kesar Enterprises Ltd",KESARENT,507180
925,"Miven Machine Tools Ltd",NULL,522036
926,"Lime Chemicals Ltd",NULL,507759
929,"Mac Charles (India) Ltd",NULL,507836
932,"Vardhman Textiles Ltd",VTL,502986
941,"Munjal Showa Ltd",MUNJALSHOW,520043
942,"Nahar Spinning Mills Ltd",NAHARSPING,500296
946,"Integra Engineering India Ltd",NULL,505358
950,"Cropster Agro Ltd",NULL,523105
954,"Fiberweb (India) Ltd",FIBERWEB,507910
955,"Rain Industries Ltd",RAIN,500339
956,"Remi Edelstahl Tubulars Ltd",NULL,513043
957,"Rajkamal Synthetics Ltd",NULL,514028
960,"The Ravalgaon Sugar Farm Ltd",RAVALSUGAR,507300
964,"Sakthi Finance Ltd",SAKTHIFIN,511066
965,"Jindal Saw Ltd",JINDALSAW,500378
967,"Shah Foods Ltd",NULL,519031
968,"Shanthi Gears Ltd",SHANTIGEAR,522034
969,"Shiva Suitings Ltd",NULL,521003
971,"Shree Rajasthan Syntex Ltd",SHRERAJSYN,503837
976,"Winsome Diamonds & Jewellery Ltd",WINSOMEDJ,507892
979,"Tainwala Chemicals & Plastics (India) Ltd",TAINWALCHM,507785
980,"Mangal Credit & Fincorp Ltd",MANCREDIT,505850
983,"Vardhman Holdings Ltd",VHL,500439
986,"Unitech Ltd",UNITECH,507878
991,"Banco Products (India) Ltd",BANCOINDIA,500039
994,"Hindustan Fluoro Carbons Ltd",NULL,524013
996,"Addi Industries Ltd",NULL,507852
997,"Loyal Textile Mills Ltd",LOYALTEX,514036
1000,"Sagar Cements Ltd",SAGCEM,502090
1003,"Bluechip Tex Industries Ltd",NULL,506981
1011,"Tirupati Industries (India) Ltd",NULL,531547
1016,"Titan Company Ltd",TITAN,500114
1019,"HCL Infosystems Ltd",HCL-INSYS,500179
1023,"Venlon Enterprises Ltd",VENLONPOLY,524038
1024,"Asahi India Glass Ltd",ASAHIINDIA,515030
1026,"GHCL Ltd",GHCL,500171
1028,"Honda India Power Products Ltd",HONDAPOWER,522064
1034,"Morganite Crucible (India) Ltd",NULL,523160
1035,"Nicco Corporation Ltd",NICCO,590028
1036,"Aplab Ltd",APLAB,517096
1041,"PCS Technology Ltd",NULL,517119
1043,"Pet Plastics Ltd",NULL,524046
1044,"ATV Projects India Ltd",ATVPROJ,500028
1045,"SIP Industries Ltd",NULL,523164
1050,"PBM Polytex Ltd",NULL,514087
1052,"Visaka Industries Ltd",VISAKAIND,509055
1054,"JTEKT India Ltd",JTEKTINDIA,520057
1055,"Panther Industrial Products Ltd",NULL,524055
1056,"Polyplex Corporation Ltd",POLYPLEX,524051
1058,"Ester Industries Ltd",ESTER,500136
1059,"Hindustan Foods Ltd",HNDFDS,519126
1065,"Sunflag Iron & Steel Company Ltd",SUNFLAG,500404
1066,"Murudeshwar Ceramics Ltd",MURUDCERA,515037
1071,"Kirloskar Industries Ltd",KIRLOSIND,500243
1074,"Gujarat Sidhee Cement Ltd",GSCLCEMENT,518029
1075,"Munjal Auto Industries Ltd",MUNJALAU,520059
1076,"Usha Martin Ltd",USHAMART,517146
1079,"Black Box Ltd",BBOX,500463
1085,"Telephone Cables Ltd",TELEPHNCAB,517159
1086,"Rapicut Carbides Ltd",NULL,500360
1088,"Ganesh Benzoplast Ltd",GANESHBE,500153
1092,"Stanrose Mafatlal Investment & Finance Ltd",NULL,506105
1093,"Aban Offshore Ltd",ABAN,523204
1095,"EIH Associated Hotels Ltd",EIHAHOTELS,523127
1097,"Kokuyo Camlin Ltd",KOKUYOCMLN,523207
1099,"Ashnoor Textile Mills Ltd",NULL,507872
1101,"Onix Solar Energy Ltd",NULL,513119
1102,"The Hi-Tech Gears Ltd",HITECHGEAR,522073
1105,"India Glycols Ltd",INDIAGLYCO,500201
1106,"Huhtamaki India Ltd",HUHTAMAKI,509820
1113,"Spel Semiconductor Ltd",SPICELEC,517166
1114,"Zenith Computers Ltd",ZENITHCOMP,517164
1119,"Pennar Industries Ltd",PENIND,513228
1121,"Subros Ltd",SUBROS,517168
1127,"Jain Irrigation Systems Ltd",JISLJALEQS,500219
1128,"GFL Ltd",GFLLIMITED,500173
1129,"Kajaria Ceramics Ltd",KAJARIACER,500233
1131,"Honeywell Automation India Ltd",HONAUT,517174
1132,"Deepak Spinners Ltd",DEEPAKSPIN,514030
1136,"Kilburn Office Automation Ltd",NULL,523218
1137,"La Tim Metal & Industries Ltd",NULL,505693
1138,"Bharat Seats Ltd",BHARATSE,523229
1140,"Sarda Energy & Minerals Ltd",SARDAEN,504614
1142,"SRM Energy Ltd",NULL,523222
1147,"Esab India Ltd",ESABINDIA,500133
1149,"Jamna Auto Industries Ltd",JAMNAAUTO,520051
1150,"Jay Bharat Maruti Ltd",JAYBARMARU,520066
